osm_id,name,address,lat,lng,category,opening_hours,floor_area_m2,employees,avg_rating,rating_source_count,price_range,popularity,total_tips,event_multiplier,revenue_proxy,insurable
881370103,Sir Robert Peel,"108 Malden Road, London, NW5 4DA",51.5490983,-0.1527848,pub,,,,3,6,£,,,1.2,1800,false
896149763,Tony's,,51.54892,-0.2415688,pub,,,,,,£,,,1.2,1500,false
896383686,Ward's Free House,"38-40 Lowlands Road, Harrow, HA1 3AT",51.5792367,-0.3396357,pub,,,,,,£,,,1.2,1500,false
899374404,Marian Bar,,51.5309996,-0.195836,pub,,,,,,£,,,1.2,1500,false
915100777,The George,,51.5826203,-0.3323063,pub,,,,,,£,,,1.2,1500,false
918115149,The Queens Head,"2 High Road, West Byfleet, KT14 7QG",51.3398442,-0.4816322,pub,,,,,,£,,,1.2,1500,false
923084994,King's Arms,"55 The Grove, London, W5 5DX",51.5109852,-0.3021186,pub,"Mo-Fr 12:00-15:00,17:00-22:00; Sa 11:00-22:00; Su 12:00-21:00",,,3.15,29,£,,,1.2,1890,true
946889300,Railway Bar & Grill,,51.6252492,0.0462191,pub,Mo-Sa 10:00-18:00,,,,,£,,,1.2,1500,true
951344064,The New Cross Turnpike,"55 Bellegrove Road, Welling, DA16 3PB",51.4629158,0.1039166,pub,,,,,,£,,,1.2,1500,false
956476073,Rose and Crown,"Farnborough Way, Orpington, BR6 6BT",51.3503053,0.0882937,pub,,364,,,,£,,,1.2,1773,false
958771969,The Great Harry,,51.4899129,0.0667107,pub,,,,,,£,,,1.2,1500,false
958785623,Coopers Arms,,51.493609,0.0631706,pub,Mo-Su 07:00-18:00,107,,,,£,,,1.2,1580,true
958790121,The Castle Tavern,"179 Powis Street, London, SE18 6JL",51.4928826,0.0614609,pub,,959,,2.05,8,£,,,1.2,1820,false
974679679,Tap Tavern,"The Square, Richmond, TW9 1ED",51.4615147,-0.302433,pub,,,,,,£,,,1.2,1500,false
988573532,,,51.5298098,-0.1048949,pub,,128,,,,£,,,1.2,1596,false
993017354,Five Bells,"165-167 East End Road, London, N2 0LZ",51.5908058,-0.1722957,pub,,210,,2.7,26,£,,,1.2,1790,false
996533375,The Wellington,,51.4823451,-0.2030471,pub,,,,,,£,,,1.2,1500,false
1005552834,De Burgh Arms,"High Street, West Drayton, UB7 7DQ",51.5101823,-0.4737045,pub,,,,,,£,,,1.2,1500,false
1044881306,The Lucky Rover,"312 Hook Road, Chessington, KT9 1NY",51.3680366,-0.3067387,pub,Mo-Sa 12:00-23:00; Su 12:00-22:00,,,,,£,,,1.2,1500,true
1057410294,King's Head,,51.6526134,-0.082537,pub,,172,,,,£,,,1.2,1629,false
1097959374,Roddy's Bar,,51.4984745,-0.3061795,pub,Mo-Su 12:00-23:00,117,,,,£,,,1.2,1588,true
1103275887,The Derby,"336 Kennington Park Road, London, SE11 4PP",51.4811678,-0.1132925,pub,Su-Tu 12:00-23:30; We-Th 12:00-00:30; Fr-Sa 12:00-01:00,141,,,,£,,,1.2,1606,true
1110092576,The Albert Tavern,"Harrington Road, London, SE25 4LX",51.3974221,-0.0664347,pub,,,,3.15,21,£,,,1.2,1890,false
1111103378,The Gardeners Arms,"107 London Road, Mitcham, CR4 2JA",51.4100782,-0.1617585,pub,,,,,,£,,,1.2,1500,false
1112222569,The Plough Inn,,51.4681008,-0.1447743,pub,,,,,,£,,,1.2,1500,false
1112279162,Brewdog The Northcote,"94 Northcote Road, London, SW11 6QW",51.4574347,-0.1659716,pub,,57,,2.15,13,£,,,1.2,1327,false
1112279179,The Old Bank,"31-37 Northcote Road, London, SW11 1NJ",51.4597692,-0.1663243,pub,,,,1.7,21,£,,,1.2,1020,false
1117274863,The Lodge Tavern,,51.513793,-0.2995294,pub,,641,,,,£,,,1.2,1981,false
1117274890,The Sir Michael Balcon,"46-47 The Mall, London, W5 3TJ",51.5136177,-0.2988011,pub,,,,2.7,29,£,,,1.2,1620,false
1132744385,The Whispering Moon,"25 Ross Parade, Wallington, SM6 8QF",51.3600646,-0.1496904,pub,,,,,,£,,,1.2,1500,false
1134441899,Broadway Bar and Grill,"474,476 Fulham Road, London, SW6 1BY",51.4801804,-0.1956699,pub,,,,2,85,£,,,1.2,1200,false
1139265343,Hyde Arms,,51.6226095,-0.0660681,pub,,,,,,£,,,1.2,1500,false
1139431615,Railway Tavern,"19-20 Market Square, London, N9 0TZ",51.6248503,-0.0575427,pub,,,,2.6,6,£,,,1.2,1560,false
1144626359,The Sea Horse,"64 Queen Victoria Street, London, EC4N 4SJ",51.5121486,-0.0955817,pub,,,,2.85,29,£,,,1.2,1710,false
1149064292,The Captain Cook,"203-205 Dawes Road, London, SW6 7QY",51.481119,-0.2097328,pub,,185,,1.85,18,£,,,1.2,1213,false
1150003215,Keats at the Globe,,51.5178081,-0.0886538,pub,Mo-Fr 09:00-18:00,,,,,£,,,1.2,1500,true
1151341442,Six Bells,,51.6611962,-0.0867588,pub,,1136,,,,£,,,1.2,2352,false
1165394890,William The Conqueror,,51.6057708,0.2335988,pub,,,,,,£,,,1.2,1500,false
1175794362,Ye Olde Mitre Inne,,51.6530747,-0.199487,pub,,,,,,£,,,1.2,1500,false
1199372547,Clyde,,51.4824675,0.0668964,pub,,,,,,£,,,1.2,1500,false
1199974660,The Star Inn,"158 Plumstead Common Road, London, SE18 2UL",51.4808347,0.079028,pub,,,,3.15,14,£,,,1.2,1890,false
1215861506,The Queen's Head,"66 Acton Street, London, WC1X 9NB",51.5284524,-0.1181488,pub,Tu-Sa 12:00-00:00; Su-Mo 12:00-23:00,,,3.65,56,£,,,1.2,2190,true
1216059065,Fifteen York Hill,15 York Hill,51.6512355,0.0578517,pub,,,,,,£,,,1.2,1500,false
1228996982,The Queen,"58 New Road, South Darenth, DA4 9AR",51.4018904,0.2492572,pub,,,,,,£,,,1.2,1500,false
1233766466,The Walnut Tree,,51.5264519,-0.393206,pub,,,,,,£,,,1.2,1500,false
1275835684,Masons Arms,"169 Battersea Park Road, London, SW8 4BT",51.4768147,-0.1468975,pub,,,,2.7,30,£,,,1.2,1620,false
1295894932,The Royal Standard,"180 High Street Colliers Wood, London, SW19 2BN",51.4183453,-0.178222,pub,,,,2.55,26,£,,,1.2,1530,false
1296827396,The Antelope,"76 Mitcham Road, London, SW17 9NG",51.4260884,-0.1659185,pub,Mo-Th 16:00-23:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-22:30,,,3.2,47,£,,,1.2,1920,true
1313266926,,,51.538361,-0.3796767,pub,,,,,,£,,,1.2,1500,false
1314591894,The Leigham Arms,"1-3 Wellfield Road, London, SW16 2BT",51.4301215,-0.1271884,pub,,122,,3.65,24,£,,,1.2,2324,false
1314592576,The White Lion,"232-234 Streatham High Road, London, SW16 1BB",51.4307931,-0.1296637,pub,Mo-Sa 08:00-22:00; Su 11:00-17:00,,,3.1,19,£,,,1.2,1860,true
1314925438,The Perky Nel,"7-8 Cavendish Road, London, SW4 9DW",51.4536596,-0.1464242,pub,Tu-Th 16:00-22:00; Fr 16:00-00:00; Sa 12:00-00:00; Su 12:00-22:30,,,2.3,12,£,,,1.2,1380,true
1316301006,The Woodman,"222 Durnsford Road, London, SW19 8DR",51.434765,-0.196272,pub,Mo-Fr 12:00-23:30; Sa 11:00-23:30; Su 12:00-23:00,,,2.95,27,£,,,1.2,1770,true
1319497234,The Ascott,"144 Field End Road, HA5 1RJ",51.5789398,-0.3998946,pub,Su-Th 12:00-22:00; Fr-Sa 11:00-22:00,,,,,£,,,1.2,1500,true
1320961201,The Belmont,,51.6008185,-0.3196329,pub,,,,,,£,,,1.2,1500,false
1360505703,Stanhope Arms,"97 Gloucester Road, London",51.4940964,-0.1821606,pub,,,,,,£,,,1.2,1500,false
1375162583,The Chelsea Gate,"358 Fulham Road, London, SW10 9UU",51.4816598,-0.1875734,pub,Tu-Th 17:00-00:00; Fr 15:00-00:00; Sa 13:00-00:00; Su 13:00-21:00,,,1.8,12,£,,,1.2,1080,true
1375172418,The Fest,"678-680 Fulham Road, London, SW6 5SA",51.4750782,-0.2064016,pub,"Mo-Th,Su 12:00-23:00; Fr-Sa 12:00-24:00",,,2.8,37,£,,,1.2,1680,true
1375172419,The Brown Cow,"676 Fulham Road, London, SW6 5SA",51.4751367,-0.2063716,pub,"Mo-Th,Su 12:00-23:00; Fr-Sa 12:00-24:00",426,,,,£,,,1.2,1820,true
1376880625,The Bucher's Arms,"148 High Street, EN5 5XP",51.6555251,-0.2016884,pub,"Tu-Th 09:00-20:00; Fr,Sa 09:00-18:00",1653,,,,£,,,1.2,2740,false
1387549550,Central Station,"37 Wharfdale Road, London, N1 9SD",51.5334362,-0.120925,pub,Mo-Su 17:00-24:00+,142,,1.75,6,£,,,1.2,1125,true
1403481400,The Wheatsheaf,"34 Kingston Road, KT17 2AA",51.3522409,-0.2507794,pub,,143,,,,£,,,1.2,1607,false
1413502743,The Tower Arms,,51.5044533,-0.5018825,pub,,,,,,£,,,1.2,1500,false
1420042285,The Sun Tavern,"441 Bethnal Green Road, London, E2 0AN",51.5272941,-0.0584212,pub,Mo-Fr 08:00-19:00; Sa 10:00-17:00; Sa 11:00-16:00,,,3.55,49,£,,,1.2,2130,true
1431338517,The Malt Shovel,"69 Iver Lane, Uxbridge, UB8 2JE",51.5297405,-0.4856068,pub,Mo-Tu 12:00-22:00; We-Fr 12:00-23:00; Sa 09:00-23:00; Su 09:00-22:30,402,,,,£,,,1.2,1802,true
1431338523,Waters Edge,"Packet Boat Lane, Uxbridge, UB8 2JS",51.5199653,-0.4830879,pub,Tu-Sa 12:00-23:00; Su 12:00-22:30,370,,,,£,,,1.2,1778,true
1434251318,Three Crowns,,51.6368615,-0.346933,pub,,249,,,,£,,,1.2,1687,false
1478210424,FiveSixEight,,51.5004131,-0.1779662,pub,"Th,Sa-Tu 12:00-22:30, We,Fr 12:00-24:00+",,,,,£,,,1.2,1500,true
1492363680,Southern Cross,,51.6645574,-0.4042511,pub,,583,,,,£,,,1.2,1937,false
1494249893,New Inn,,51.6868368,0.0011534,pub,,,,,,£,,,1.2,1500,false
1494249894,Green Man,,51.6875277,0.0090014,pub,,,,,,£,,,1.2,1500,false
1494252702,Welsh Harp,,51.6870887,-0.0028618,pub,08:30-17:00,,,,,£,,,1.2,1500,true
1496718867,The Bull,"Ariel Way, London, W12 7GA",51.50638,-0.2201483,pub,,,,,,£,,,1.2,1500,false
1497452177,Simpson's Tavern,"38 1/2 Ball Court, London, EC3V 9DR",51.5130283,-0.0859508,pub,Tu-Fr 08:30-15:30; Mo 11:30-15:30,,,,,£,,,1.2,1500,true
1516630076,The Kings Head,,51.6346573,-0.1032999,pub,,,,,,£,,,1.2,1500,false
1532645515,Reynold's Bar,,51.4879025,-0.219236,pub,,1658,,,,£,,,1.2,2744,false
1538769529,The Old Ship,,51.2930166,0.0255645,pub,,,,,,£,,,1.2,1500,false
1538908200,The Halfway House Bar,,51.559266,-0.1165035,pub,,,,,,£,,,1.2,1500,false
1561417481,"Hung, Drawn and Quartered","26-27 Great Tower Street, London, EC3R 5AQ",51.5095282,-0.0807865,pub,Mo-Sa 12:00-23:00; Su 12:00-18:00,,,3.3,54,£,,,1.2,1980,true
1561523525,The Change of Horses,"87 High Street, Orpington, BR6 7BB",51.359557,0.0698702,pub,,,,,,£,,,1.2,1500,false
1567280887,The Buff,"Pinewood Drive, Orpington, BR6 9NL",51.3599916,0.0877533,pub,,,,,,£,,,1.2,1500,false
1587485161,The Tabernacle,,51.51677,-0.201699,pub,,,,,,£,,,1.2,1500,false
1588266926,The Shamrock,,51.6516662,-0.42206,pub,11:00-23:00,,,,,£,,,1.2,1500,true
1598072442,The Lord Nelson,,51.6524761,-0.2100384,pub,,,,,,£,,,1.2,1500,false
1598393379,The Fountain,"125-127 West Green Road, London, N15 5DE",51.5850325,-0.0794707,pub,Su-Th 17:30-21:30; Fr-Sa 17:30-22:30,,,2.65,18,£,,,1.2,1590,true
1600324548,Arnos Arms,"338 Bowes Road, London, N11 1AN",51.6161752,-0.1320087,pub,,,,2.6,6,£,,,1.2,1560,false
1600414553,The Black Horse,,51.653131,-0.206677,pub,,,,,,£,,,1.2,1500,false
1601053417,The Plough,"89 St. John's Hill, London, SW11 1SY",51.4615658,-0.1733056,pub,Mo-Fr 07:30-19:00; Sa 09:00-18:00; Su 10:00-16:00,,,1.5,20,£,,,1.2,900,true
1629050418,Ye Olde Monken Holt,"193 High Street, EN5 5SU",51.6581377,-0.2013105,pub,,,,,,£,,,1.2,1500,false
1657901115,The Rebel Inn,"78A-78B Streatham High Road, London, SW16 1BS",51.4354235,-0.1284003,pub,,,,3.9,25,£,,,1.2,2340,false
1666149588,The Kerfield Arms,"16 Grove Lane, London, SE5 8SY",51.4729515,-0.0899048,pub,Mo-Su closed,,,3.65,27,£,,,1.2,2190,true
1678321931,The Rocket (Student Bar),,51.5516766,-0.1106216,pub,,,,,,£,,,1.2,1500,false
1678982781,The Morden Brook,"Lower Morden Lane, SM4 4SS",51.3910884,-0.2218995,pub,,,,,,£,,,1.2,1500,false
1687799181,The Osidge Arms,"Osidge Lane, London, N14 5JP",51.6318052,-0.1432225,pub,,,,2.2,9,£,,,1.2,1320,false
1693229102,The Duchess & Dressmaker,"129-129a High Street, Brentwood, CM14 4RZ",51.6195156,0.298384,pub,Mo-Th 10:00-23:00; Fr-Sa 10:00-01:00; Su 10:00-22:00,,,,,£,,,1.2,1500,true
1706419131,The George and Dragon,,51.3084043,0.3094908,pub,,,,,,£,,,1.2,1500,false
1706419176,Rose and Crown,,51.3082595,0.3102221,pub,,184,,,,£,,,1.2,1638,false
1707216586,The Thirsty Bear,"62 Stamford street, London, SE1 9LX",51.5070706,-0.1081175,pub,,,,2.1,13,£,,,1.2,1260,false
1708956919,Old Post Office,"4 Passey Place, London, SE9 5DQ",51.4503207,0.0539598,pub,,,,1.15,27,£,,,1.2,690,false
1710347203,Rising Sun,,51.6516528,-0.4240702,pub,,,,,,£,,,1.2,1500,false
1713315332,The Central Bar,"Shepherd's Bush Green, London, W12 8PP",51.5038323,-0.2191034,pub,,,,,,£,,,1.2,1500,false
1720298837,Eagle Ale House,,51.4551121,-0.1632003,pub,,118,,,,£,,,1.2,1589,false
1737829080,The Wandle,"332 Garratt Lane, London, SW18 4EJ",51.4428801,-0.1891411,pub,Mo-Su 12:00-23:00,265,,2.15,62,£,,,1.2,1461,true
1765203848,The Fox and Goose,,51.5332135,-0.2956664,pub,,,,,,£,,,1.2,1500,false
1768843679,OJ's,"64-68 High Street, Hornchurch, RM12 4UW",51.562803,0.2166693,pub,,,,,,£,,,1.2,1500,false
1777189056,,,51.5950358,0.0980035,pub,,1354,,,,£,,,1.2,2516,false
1786388184,Feeleys,,51.471497,-0.1349448,pub,,137,,,,£,,,1.2,1603,false
1786418431,The Watchman,"184 High Street, New Malden, KT3 4ES",51.3988939,-0.2550754,pub,"Tu-Th 12:00-15:00, 17:30-22:00; Fr 12:00-15:00, 17:30-22:30; Sa 12:00-22:30; Su 12:00-21:30; Mo 17:30-22:00",,,,,£,,,1.2,1500,true
1795493240,The Glasshouse,"14 Coombe Road, New Malden, KT3 4QE",51.4043231,-0.2572003,pub,"Mo-Tu, Th-Fr 12:00-16:00, 18:00-22:00; Sa 12:00-16:00, 17:00-23:00; Su 12:00-16:00, 17:00-22:00",,,,,£,,,1.2,1500,true
1799705550,The Greyhound,,51.5902101,0.3156261,pub,Mo-We 12:00-22:00; Th-Sa 12:00-23:00; Su 12:00-22:00,460,,,,£,,,1.2,1845,true
1828784790,Clarendon Arms,"225 Camberwell New Road, London, SE5 0TH",51.477497,-0.101174,pub,,,,2.5,2,£,,,1.2,1500,false
1837956202,Green Dragon,,51.6867343,-0.0028825,pub,,,,,,£,,,1.2,1500,false
1847410247,Cricketers on the Green,,51.382571,-0.3469651,pub,,,,,,£,,,1.2,1500,false
1847410265,The Greyhound,,51.3821089,-0.3472869,pub,,,,,,£,,,1.2,1500,false
1887791389,The Crown,,51.3130024,0.1900477,pub,,1418,,,,£,,,1.2,2564,false
1916888139,The Scotsman,,51.5020678,-0.3942182,pub,,,,,,£,,,1.2,1500,false
1926817676,Lennards Inn,,51.505538,0.2255194,pub,,,,,,£,,,1.2,1500,false
1932068392,Stag & Hounds,,51.6354113,-0.0780594,pub,"Mo-Su,PH 11:30-24:00",,,,,£,,,1.2,1500,true
1932068442,The Beehive,,51.634544,-0.0781264,pub,,196,,,,£,,,1.2,1647,false
1933445586,Sylvan Post,"24-28 Dartmouth Road, London, SE23 3XU",51.4380542,-0.0546961,pub,Mo-Sa 12:00-23:00; Su 12:00-22:30,,,2.9,6,£,,,1.2,1740,true
1933514303,The Queens Head,"73 High Street, Orpington, BR6 6BQ",51.35226,0.089809,pub,,,,,,£,,,1.2,1500,false
1933514945,The Royal Oak,"High Street, Orpington, BR6 6BJ",51.3509742,0.0886972,pub,Mo-We 12:00-22:00; Th-Sa 12:00-23:00; Su 12:00-22:00,,,,,£,,,1.2,1500,true
1941233361,The Station House,"Churchfield Road, London, W3 6BH",51.5087338,-0.2631006,pub,Mo-Sa 07:00-16:00; Su 08:00-16:00,,,2.75,10,£,,,1.2,1650,true
1958568591,The Bolingbroke,"174-172 Northcote Road, London, SW11 6RE",51.4539089,-0.1640944,pub,,,,3.25,12,£,,,1.2,1950,false
1969846667,The Magpie,"64 Thames Street, Sunbury-on-Thames, TW16 6AF",51.4056956,-0.4077703,pub,,,,,,£,,,1.2,1500,false
1973954225,The Open Page,"573 Garratt Lane, London, SW18 4ST",51.4398179,-0.1866171,pub,"Mo-Th 08:00-17:00, Fr-Sa 08:00-22:30, Su 09:00-17:00,",106,,3.15,22,£,,,1.2,1990,true
1975218592,Slug and Lettuce,"184 George Lane, London, E18 1AY",51.5944516,0.0240387,pub,,,,1.8,16,£,,,1.2,1080,false
1990939951,The Woodman,"50 High Street, Orpington, BR6 7BA",51.3592459,0.0676213,pub,,,,,,£,,,1.2,1500,false
1993188851,Hennessys,,51.5846669,-0.2796475,pub,Mo-Su 09:00-22:00,,,,,£,,,1.2,1500,true
1998691296,Shinner and Sudtone,"67 High Street, SM1 1DT",51.3618581,-0.1925404,pub,"Su,Mo 12:00-23:00, Tu-Th 12:00-24:00, Fr,Sa 12:00-01:00",,,3.5,3,£,,,1.2,2100,true
1998691305,Ebb & Flow,"59-61 High Street, SM1 1DT",51.3616662,-0.1924599,pub,Mo-Fr 08:00-22:00; Sa 08:00-19:00; Su 09:00-19:00,,,,,£,,,1.2,1500,true
2018688106,BrewDog,"2 Churchill Place, London, E14 5RB",51.5046438,-0.0146973,pub,Mo-Sa 12:00-23:00; Su 12:00-22:00,,,,,£,,,1.2,1500,true
2090422183,Ridgeway,,51.6627004,-0.1039305,pub,,385,,,,£,,,1.2,1789,false
2097977437,Black Swan,"Old Lane, Ockham, KT11 1NG",51.3044517,-0.4391472,pub,,549,,,,£,,,1.2,1912,false
2109642493,The Travellers Friend,"496-498 High Road, Woodford Green, IG8 0PN",51.6150506,0.0255395,pub,,202,,,,£,,,1.2,1652,false
2112979632,The Bull's Head,"Laud Street, Croydon, CR0 1SX",51.3695997,-0.1011088,pub,,,,,,£,,,1.2,1500,false
2121900018,The Wandle Arms,,51.373983,-0.1083794,pub,,,,,,£,,,1.2,1500,false
2131140884,The Surprise,"107 Upper Shirley Road, Croydon, CR0 5HF",51.3680407,-0.0536187,pub,,,,,,£,,,1.2,1500,false
2144360157,The Woodman,"2 High Street, TN14 5PQ",51.3130159,0.1911257,pub,,,,2.5,61,£,,,1.2,1500,false
2147605894,The Jolly Farmer,"354 Lewisham High Street, London",51.4551359,-0.0161035,pub,Mo-Fr 08:00-14:30,131,,,,£,,,1.2,1598,true
2153030788,Oxymoron - The Royal Oak,"78 Fitzalan Street, London, SE11 6QU",51.4933071,-0.1131345,pub,closed,566,,2.35,3,£,,,1.2,1809,false
2161746039,Waterman's Arms,"10 Water Lane, Richmond, TW9 1TJ",51.4593768,-0.3071316,pub,,,,,,£,,,1.2,1500,false
2182219226,Dover Castle,"6a Great Dover Street, London, SE1 4XW",51.5004719,-0.0928618,pub,,,,2.1,28,£,,,1.2,1260,false
2207164222,The Ship,"High Street, Ripley, GU23 6AZ",51.300435,-0.4918878,pub,,,,,,£,,,1.2,1500,false
2208150035,The Islington,"13 Liverpool Road, London, N1 0RW",51.5337144,-0.1069716,pub,Mo-Sa 10:00-22:00; Su 10:00-20:00,,,3.15,25,£,,,1.2,1890,true
2217127366,Balham Bowls Club,"7-9 Ramsden Road, London, SW12 8QX",51.4449518,-0.1523815,pub,Mo-We 16:00-23:00; Th 16:00-00:00; Fr 14:00-01:00; Sa 12:00-01:00; Su 12:00-23:00,,,3,2,£,,,1.2,1800,true
2252633852,George & Dragon,London,51.4856569,-0.1993009,pub,,,,,,£,,,1.2,1500,false
2256219333,Sports Bar,"125 Wembley Park Drive, Wembley, HA9 8HQ",51.5620416,-0.2824529,pub,Mo-Sa 09:00-21:00; Su 10:00-20:00,,,,,£,,,1.2,1500,true
2256219334,The Wembley Tavern,"121 Wembley Park Drive, Wembley, HA9 8HG",51.5620416,-0.2826353,pub,Mo-Sa 09:00-21:00; Su 10:00-20:00,,,,,£,,,1.2,1500,true
2261568916,The Tooting Tavern,"196 Tooting High Street, London, SW17 0SF",51.4238635,-0.1725702,pub,"Mo-We 16:00-23:00; Th,Fr 16:00-24:00; Sa,Su 12:00-24:00",,,2.65,52,£,,,1.2,1590,true
2261572101,The Bridge House,"13 Westbourne Terrace Road, London",51.5210275,-0.1842132,pub,,,,,,£,,,1.2,1500,false
2267462478,The Bluecoats Pub,"614 High Road, London, N17 9TA",51.5969321,-0.0680521,pub,"Mo-Th 16:00-23:00; Fr,Sa 12:00-23:00; Su 13:00-22:00",,,,,£,,,1.2,1500,true
2273086361,The Surrey Cricketers,"23 West Street, Croydon, CR0 1DJ",51.3680036,-0.101643,pub,,127,,,,£,,,1.2,1595,false
2287275689,Paya and Horse,"181 Battersea Park Road, London, SW11 4LB",51.4758826,-0.1489065,pub,,,,3.2,5,£,,,1.2,1920,false
2296112253,Crate Brewery & Pizza,"43 White Post Lane, London, E9 5EN",51.5429973,-0.0220788,pub,"Mo-Th,Su 12:00-23:00; Fr-Sa 12:00-01:00",,,3.6,10,£,,,1.2,2160,true
2306997291,Pawsons Arms,"69 Pawson's Road, Croydon, CR0 2QA",51.3929231,-0.0963685,pub,,,,,,£,,,1.2,1500,false
2306997292,The Lion Inn,"182 Pawson's Road, Croydon, CR0 2QD",51.3912936,-0.0999382,pub,,,,,,£,,,1.2,1500,false
2310523851,Bricklayers Arms,"High Road, London",51.6059178,-0.0683957,pub,,,,3,3,£,,,1.2,1800,false
2311905648,the victory,,51.6391832,-0.3085949,pub,,,,,,£,,,1.2,1500,false
2316547695,Bosleys,"107-115 The Parade, Watford, WD17 1LU",51.6587586,-0.4005113,pub,,,,,,£,,,1.2,1500,false
2316821043,Friend at Hand,"2-4 Herbrand Street, London, WC1N 1HX",51.5228503,-0.1245944,pub,Mo-Su 11:00-23:00,,,3.05,22,£,,,1.2,1830,true
2334811789,Dicey Reilly's,"161 Silver Street, London, N18 1PY",51.6164794,-0.0771939,pub,,144,,3.4,13,£,,,1.2,2187,false
2341125350,The Bohemia,"762 High Road, London, N12 9QH",51.6153156,-0.176463,pub,Mo-Su 10:00-23:00,,,2.9,26,£,,,1.2,1740,true
2348069736,Nascot Arms,"11 Stamford Road, Watford, WD17 4QS",51.665155,-0.4017607,pub,,,,,,£,,,1.2,1500,false
2355855722,Oddfellows Arms,"2 Waxwell Lane, HA5 3EN",51.5956698,-0.3846571,pub,"Mo-Th 17:00-23:00; Fr 17:00-24:00; Sa 12:00-15:00,17:00-24:00; Su 12:00-23:00",,,,,£,,,1.2,1500,true
2376273449,The Black Horse,"1018 Harrow Road, Wembley, HA0 2QP",51.5605406,-0.3293318,pub,,,,,,£,,,1.2,1500,false
2395017747,The Greyhound,"313-315 Kirkdale, London, SE26 4QB",51.4270033,-0.0555319,pub,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:00,,,,,£,,,1.2,1500,true
2395889474,The Orange Tree,,51.6137042,0.1809886,pub,,,,,,£,,,1.2,1500,false
2407449923,The Case Is Altered,"High Road Eastcote, HA5 2EW",51.5888434,-0.4036155,pub,Su-Th 11:00-23:00; Fr-Sa 11:00-00:00,,,,,£,,,1.2,1500,true
2435314188,Old Oak Tree,,51.49518,-0.3879224,pub,,,,,,£,,,1.2,1500,false
2437697969,Doyle's,"155 Bramley Road, London, N14 4XA",51.6483415,-0.130235,pub,"Su-Th 12:00-23:00;Fr,Sa 12:00-24:00",,,3.1,13,£,,,1.2,1860,true
2439812541,the fléadh,"278 Preston Road, Harrow, HA3 0QA",51.5728788,-0.2944101,pub,Mo-Su 09:00-21:00,,,,,£,,,1.2,1500,true
2445347232,The Cock Tavern,"269 Hertford Road, Edmonton",51.633359,-0.0540008,pub,,205,,,,£,,,1.2,1654,false
2447618917,Prince Alfred,"178 Sydenham Road, London, SE26 5RP",51.4257348,-0.0436314,pub,Mo-We 11:00-23:00; Th-Sa 11:00-00:00; Su 12:00-22:30,,,2.75,2,£,,,1.2,1650,true
2451287638,The King William,192 Hertford Road,51.6300446,-0.0558813,pub,,,,,,£,,,1.2,1500,false
2464003776,Draughts,"34 Eltham High Street, London, SE9 1BT",51.4510468,0.0501424,pub,,,,,,£,,,1.2,1500,false
2476984665,The Scottish Stores,"2-4 Caledonian Road, London, N1 9DT",51.5310789,-0.1208228,pub,Mo-Su 07:00-23:00,,,2.5,2,£,,,1.2,1500,true
2478195217,Berry and Barrel,"18 Well Hall Parade, London, SE9 6SP",51.4567307,0.0512247,pub,,,,,,£,,,1.2,1500,false
2492718707,Brewdog Paddington,"Unit 1 West End Quay, London, W2 1JX",51.5190539,-0.1705643,pub,,2094,,3.2,5,£,,,1.2,3930,false
2510273562,The Sultan,"37-39 New Park Road, London, SW2 4DU",51.447958,-0.1259312,pub,,,,,,£,,,1.2,1500,false
2522664082,J.J. Moon's,"46–62 High Street, Hornchurch, RM12 4UN",51.5628208,0.2164084,pub,,3796,,,,£,,,1.2,4347,false
2525348872,The Old Plough,"2 Station Road, Cobham, KT11 3BN",51.3208029,-0.3864061,pub,,,,,,£,,,1.2,1500,false
2525354717,The Bear,"Leatherhead Road, Oxshott, KT22 0JE",51.3281556,-0.3549149,pub,,,,,,£,,,1.2,1500,false
2531024418,The White Swan,"255-256 Upper Street, London, N1 1RY",51.545728,-0.1034102,pub,Mo-Su 05:00-01:45,,,2.7,48,£,,,1.2,1620,true
2541328868,Bush Hill Park,"141 St Mark's Road, Enfield, EN1 1BA",51.6415276,-0.0687715,pub,,428,,,,£,,,1.2,1821,false
2561724243,Never For Ever,"79 Highgate Road, London, NW5 1TL",51.5542384,-0.1445626,pub,,,,2,9,£,,,1.2,1200,false
2599418386,The Falcon,"Village Road, Uxbridge, UB9 5BE",51.5729812,-0.499482,pub,,,,,,£,,,1.2,1500,false
2624195137,London Pub,,51.5238854,-0.1273035,pub,Mo-Su 11:30-22:30,,,,,£,,,1.2,1500,true
2632761624,Coach & Horses,"14 St Ann's Road, Chertsey, KT16 9DG",51.3945675,-0.5068774,pub,,177,,,,£,,,1.2,1633,false
2632781272,Barley Mow,"67 Watersplash Road, Shepperton, TW17 0EE",51.4025766,-0.4584406,pub,,,,,,£,,,1.2,1500,false
2636979676,Dartmouth Arms,,51.5585343,-0.1436626,pub,Mo-Su 17:30-23:00,,,,,£,,,1.2,1500,true
2654536358,Wheatsheaf & Pigeon,,51.4206637,-0.5083092,pub,,,,,,£,,,1.2,1500,false
2684055013,The Ship,"205 Plumstead Common Road, London, SE18 2UJ",51.4810866,0.0802208,pub,,,,2.35,3,£,,,1.2,1410,false
